Lower Super Output Area,Names,Age 16-29,No cars or vans (%),Public Transport Accessibility Levels,Non-English speaking(%),Income estimate,One person household(%),Private rented (%),No usual residents (%),High qualification Level (%)
E01000101,Barking and Dagenham 004C,272,37,3.2,8.8,31902,25.4,11.8,3.2,18.3
E01000109,Barking and Dagenham 004D,337,29.4,2.4,12.7,39617,24.5,16.8,2.3,19
E01000114,Barking and Dagenham 004E,390,29,2.5,11.6,38957,23.1,22.4,4.3,19
E01000033,Barking and Dagenham 006A,269,38.3,1.8,6.9,30600,29.6,5.8,1.8,14.2
E01000060,Barking and Dagenham 006B,299,41.8,2.4,9.7,32337,37.1,9.1,2.7,18.7
E01000061,Barking and Dagenham 006C,484,63,3.6,9.3,24440,28.7,3.7,1.3,17.2
E01000062,Barking and Dagenham 006D,345,36,2.2,9.6,34748,30.2,11.8,1.4,19.3
E01000064,Barking and Dagenham 006E,368,38.8,2.1,10.9,32736,27.9,16.5,5.6,17.8
E01000065,Barking and Dagenham 007A,304,47.5,2.8,11.6,31645,41.5,15.2,1.1,17.2
E01000078,Barking and Dagenham 007B,367,39.4,2.9,10.6,30616,28.7,14.5,0.9,15.6
E01000080,Barking and Dagenham 007C,305,39.9,2.8,10.1,31995,28.8,14.8,1.2,15.8
E01000081,Barking and Dagenham 007D,317,31.3,2.4,8,33174,26.2,14.2,0.9,15.2
E01000082,Barking and Dagenham 007E,304,36.6,2.4,8.5,33237,33.2,12.6,1,15.2
E01000083,Barking and Dagenham 007F,316,37.5,3,9.5,32008,22.7,14.9,1.1,16.2
E01000102,Barking and Dagenham 007G,266,36.8,2.7,7.5,33670,29.4,11.2,1.4,18.6
E01000021,Barking and Dagenham 008A,383,40.6,2.3,14.2,30890,31.9,28.2,1.2,22.4
E01000022,Barking and Dagenham 008B,258,34.2,2.9,11.8,35700,21.7,15.4,1.5,18.4
E01000023,Barking and Dagenham 008C,260,39.2,2.9,16.2,33986,39.8,25.8,7.7,28.7
E01000024,Barking and Dagenham 008D,263,32.7,3,14,33338,21.5,16.4,1.3,17.9
E01000025,Barking and Dagenham 008E,317,35.5,2.9,11.3,34076,25.3,13.2,1.1,16.1
E01000077,Barking and Dagenham 008F,272,39.5,3,11.6,31503,26.6,16.4,1.9,15.6
E01000015,Barking and Dagenham 009A,483,42.2,2.9,15.1,31525,23.3,24.6,1.5,17.8
E01000016,Barking and Dagenham 009B,297,34.8,2.4,6.9,33564,28.1,14.2,1.9,14.5
E01000017,Barking and Dagenham 009C,304,37.4,3.3,9,32479,29.2,12,1.5,19.7
E01000018,Barking and Dagenham 009D,275,36.8,3.1,8.8,33843,25.8,10.9,1.8,16.9
E01000079,Barking and Dagenham 009E,278,42.2,2.8,8.4,32165,31.9,13.5,1.6,18
E01000035,Barking and Dagenham 010A,319,29.3,3.1,10.1,37206,26.6,16.8,3.9,20.9
E01000036,Barking and Dagenham 010B,264,25.4,3.6,10.4,43059,20.9,17.5,2.5,22.8
E01000107,Barking and Dagenham 010C,282,26.5,1.9,9.2,38577,21.8,14,1.8,15.5
E01000108,Barking and Dagenham 010D,322,34.4,3.4,10.4,37289,29.9,27.5,2,19.6
E01000066,Barking and Dagenham 011A,413,31.9,2,14.8,43557,30.5,11.3,1.6,22
E01000067,Barking and Dagenham 011B,429,29.5,2.5,14.3,47084,25.3,12.5,1.5,23.6
E01000069,Barking and Dagenham 011C,408,15.8,3.1,10.3,55729,16,11.3,1.9,23.7
E01000070,Barking and Dagenham 011D,462,25.6,3.5,12,52181,17.9,14.5,3.2,25.7
E01000071,Barking and Dagenham 011E,494,28.2,2.9,16.1,46041,28.3,21.5,1,28.2
E01000057,Barking and Dagenham 012A,274,37.6,3.4,11.4,33159,22.5,13.4,2,21.2
E01000073,Barking and Dagenham 012B,286,35.2,2,11.6,33157,27.9,16.3,1.6,17.1
E01000074,Barking and Dagenham 012C,299,40.4,2.4,8.1,32665,31.8,14.5,0.9,16.7
E01000075,Barking and Dagenham 012D,312,32.2,3.4,11.3,34043,25.6,10.8,1,15.4
E01000076,Barking and Dagenham 012E,341,39.4,2.4,11.4,31348,28.6,14.5,1.9,16.1
E01000013,Barking and Dagenham 013A,311,43.4,3.9,10.6,32742,25.2,15.2,3.3,16.9
E01000014,Barking and Dagenham 013B,348,35.9,3.3,11.3,32308,28.2,15,1.1,14.3
E01000059,Barking and Dagenham 013C,274,35.8,2.5,8,32947,26.5,12.3,0.9,16.4
E01000084,Barking and Dagenham 013D,247,42.2,4.1,8.7,32285,26.7,16.6,0.8,17.4
